id,popularity,budget,revenue,original_title,director,runtime,genres,release_date,vote_count,vote_average,release_year,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,Foreign,History,Horror,Music,Mystery,Not specified,Romance,Science Fiction,TV Movie,Thriller,War,Western
70076,0.27826799999999996,0,0,Lying to Be Perfect,Gary Harvey,89,Comedy,2010-01-30,23,5.8,2010,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75170,0.276859,0,0,Third Star,Hattie Dalton,92,Drama,2010-06-01,18,7.1,2010,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47407,0.49421400000000004,500000,0,Milf,Scott Wheeler,88,Comedy,2010-10-17,11,3.9,2010,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38568,0.275607,30000,617000,Howl,Rob Epstein|Jeffrey Friedman,84,Drama,2010-08-26,45,6.8,2010,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43942,0.27519,3000000,103735,Freakonomics,Alex Gibney|Rachel Grady|Heidi Ewing|Seth Gordon|Eugene Jarecki|Morgan Spurlock,93,Documentary,2010-10-01,25,6.7,2010,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47607,0.271442,65000,0,Tiny Furniture,Lena Dunham,99,Comedy,2010-11-12,29,5.8,2010,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56601,0.271381,12500000,3878993,The Perfect Game,William Dear,118,Drama|Family,2010-04-01,12,5.7,2010,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
47218,0.269283,0,215576,Happythankyoumoreplease,Josh Radnor,100,Comedy|Romance,2010-01-20,51,6.4,2010,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
55692,0.26795,0,0,Scrat's Continental Crack-Up,Steve Martino|Mike Thurmeier,3,Animation,2010-12-25,20,7.1,2010,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36515,0.26564899999999997,2500000,0,The Prince & Me 4: The Elephant Adventure,Catherine Cyran,90,Comedy|Romance,2010-03-23,14,5.8,2010,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
43263,0.284327,0,0,Jesse Stone: No Remorse,Robert Harmon,87,Drama|Thriller|Crime|Mystery,2010-05-09,10,5.9,2010,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
55215,0.260669,2500000,0,Dead Space: Aftermath,Mike Disa,85,Animation|Horror|Science Fiction,2010-12-31,19,5.7,2010,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
60575,0.25964899999999996,0,0,Prowl,Patrik Syversen,81,Horror|Thriller,2010-09-04,17,4.2,2010,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
52015,0.2596,650000,33245,Stake Land,Jim Mickle,98,Drama|Horror|Action|Thriller|Science Fiction,2010-09-30,143,6.2,2010,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0
41988,0.257311,0,0,DC Showcase: Jonah Hex,Joaquim Dos Santos,12,Animation|Action|Western,2010-07-27,11,6.0,2010,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
69270,0.256392,13000000,0,Super Hybrid,Eric Valette,95,Horror,2010-01-01,14,3.5,2010,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
46967,0.247732,0,0,Bill Burr: Let It Go,Shannon Hartman,65,Comedy,2010-09-18,12,8.0,2010,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41827,0.162356,0,0,Red White & Blue,Simon Rumley,102,Drama|Thriller,2010-10-08,13,5.7,2010,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
56968,0.252021,0,0,Pregnancy Pact,Rosemary Rodriguez,87,Drama,2010-01-23,26,4.5,2010,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39312,0.187905,0,1422910,Restrepo,Tim Hetherington|Sebastian Junger,93,Documentary|War,2010-06-25,78,7.1,2010,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
46528,0.25054,425000000,11087569,The Warrior's Way,Sngmoo Lee,100,Adventure|Fantasy|Action|Western|Thriller,2010-12-02,74,6.4,2010,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
44992,0.377897,0,0,Hubble 3D,Toni Myers,44,Documentary,2010-03-19,31,6.5,2010,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50204,0.24657800000000002,10000000,4349187,Burke & Hare,John Landis,91,Comedy|Thriller,2010-10-29,75,6.0,2010,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
43642,0.245627,0,0,Abandoned,Michael Feifer,93,Drama|Mystery|Thriller,2010-08-24,23,4.8,2010,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
59437,0.24543800000000002,0,63931,Beautiful Boy,Shawn Ku,100,Drama,2010-09-12,13,5.9,2010,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32916,0.24494699999999997,0,0,Scooby-Doo! Abracadabra-Doo,Spike Brandt,75,Animation|Comedy|Family|Mystery,2010-02-16,12,6.4,2010,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
45662,0.2448,0,0,Space Chimps 2: Zartog Strikes Back,John H. Williams,76,Animation|Family,2010-05-26,17,5.0,2010,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
46812,0.243848,4400000,0,Lost Boys: The Thirst,Darlo Piana,81,Action|Adventure|Comedy,2010-05-12,26,5.3,2010,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56272,0.559371,0,10,Elektra Luxx,Sebastian Gutierrez,98,Action|Comedy|Drama,2010-03-14,23,4.2,2010,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32612,0.241802,0,0,The Traveler,Michael Oblowitz,96,Horror|Thriller,2010-10-01,10,6.0,2010,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
12645,0.24154099999999998,10000000,55089,Inhale,Baltasar KormÃ¡kur,100,Drama|Action|Thriller,2010-08-27,21,5.9,2010,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
37495,0.24040300000000003,967686,4270000,Four Lions,Chris Morris,101,Comedy|Crime|Drama,2010-05-07,262,7.0,2010,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39681,0.23779699999999998,0,0,Les 7 jours du talion,Daniel Grou,105,Drama|Horror|Thriller,2010-06-22,23,6.3,2010,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
43418,0.280412,7347125,0,Beneath Hill 60,Jeremy Sims,122,Drama|History|War,2010-04-15,28,7.6,2010,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
50053,0.23457399999999998,0,0,2010: Moby Dick,Trey Stokes,87,Action|Adventure|Drama|Horror|Science Fiction,2010-11-23,17,2.5,2010,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
62728,0.408233,0,0,Brighton Rock,Rowan Joffe,111,Drama|Thriller|Crime,2010-09-13,22,5.4,2010,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
73454,0.230821,0,0,X,Jon Hewitt,90,Action|Thriller|Romance,2010-12-31,20,5.3,2010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
63727,0.22912399999999997,0,0,Exorcismus,Manuel Carballo,98,Foreign|Horror|Thriller,2010-12-29,24,5.5,2010,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
36801,0.22840500000000002,0,0,Cemetery Junction,Ricky Gervais|Stephen Merchant,95,Drama|Comedy,2010-04-14,42,6.8,2010,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30587,0.22804499999999997,0,0,Aziz Ansari: Intimate Moments for a Sensual Evening,Jason Woliner,56,Comedy,2010-01-19,14,6.4,2010,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51859,0.227437,0,0,Gekijouban Trigun: Badlands Rumble,Satoshi Nishimura,95,Action|Comedy|Animation,2010-04-02,15,7.7,2010,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42918,0.227258,0,178174,Winnebago Man,Ben Steinbauer,85,Comedy|Documentary,2010-07-09,13,6.0,2010,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25891,0.339125,0,0,ExTerminators,John Inwood,92,Comedy|Drama,2010-01-05,17,5.2,2010,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55785,0.224505,0,0,NEDs,Peter Mullan,124,Drama,2010-10-08,24,6.5,2010,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158675,0.224171,0,0,Les MisÃ©rables in Concert - The 25th Anniversary,Nick Morris,178,History|Music,2010-10-03,13,7.7,2010,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
51299,0.222293,0,0,Life Cycles,Derek Frankowski,47,Documentary,2010-10-02,27,8.8,2010,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57419,0.222257,0,0,"Montevideo, Bog te video!",Dragan BjelogrliÄ‡,140,Adventure|Drama|History|Romance,2010-12-19,11,7.3,2010,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
44991,0.219619,2000000,0,The Four-Faced Liar,Jacob Chase,87,Comedy|Drama|Romance,2010-01-01,10,5.2,2010,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
43939,0.218552,0,0,I'm Still Here,Casey Affleck,107,Music|Comedy|Drama,2010-09-10,49,6.2,2010,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
59435,0.218279,0,1279,An Invisible Sign,Marilyn Agrelo,96,Family|Drama|Romance|Comedy,2010-10-06,26,4.9,2010,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
35221,0.216759,0,0,Father of Invention,Trent Cooper,93,Comedy|Drama,2010-02-14,23,4.9,2010,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46689,0.21650300000000003,1500000,187716,Waste Land,Lucy Walker,90,Documentary|Foreign,2010-01-24,23,7.8,2010,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
51402,0.21633899999999998,0,0,WikiRebels: The Documentary,Bosse Lindquist,58,Documentary,2010-12-12,12,7.0,2010,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47088,0.214381,7000000,453079,The Extra Man,Shari Springer Berman|Robert Pulcini,108,Comedy,2010-08-01,18,5.9,2010,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41371,0.213623,0,0,Cheerleader Camp,Mark Quod,95,Comedy|Drama,2010-07-27,11,2.7,2010,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34583,0.212376,0,0,The Final,Joey Stewart,93,Drama|Horror|Thriller,2010-01-28,37,6.2,2010,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
52454,0.211508,0,0,Mega Shark vs. Crocosaurus,Christopher Ray,90,Action|Horror|Science Fiction,2010-12-21,15,2.4,2010,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
46789,0.20159100000000002,0,0,Submarino,Thomas Vinterberg,105,Drama|Foreign,2010-09-01,25,7.0,2010,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
62878,0.210425,0,0,Riverworld,Stuart Gillard,178,Drama|Science Fiction|Thriller,2010-04-18,10,3.7,2010,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
41556,0.385851,4500000,123820,The Romantics,Galt Niederhoffer,95,Comedy|Drama|Romance,2010-09-10,46,4.8,2010,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
34335,0.210231,2000000,0,Nine Dead,Chris Shadley,98,Crime|Drama|Horror|Thriller,2010-01-01,43,5.2,2010,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
41584,0.208862,0,0,Wonders of the Solar System,Michael Lachmann|Paul Olding,60,Documentary,2010-08-04,10,5.1,2010,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47911,0.207234,0,0,"Bo Burnham: Words, Words, Words",Not specified,63,Comedy,2010-10-19,13,6.5,2010,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51888,0.241085,0,0,Robot Chicken: Star Wars Episode III,Chris McKay,45,Comedy|Science Fiction,2010-12-19,16,6.2,2010,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
71700,0.20523000000000002,0,0,Repeaters,Carl Bessai,89,Science Fiction|Thriller|Drama,2010-01-01,26,5.2,2010,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
57018,0.204591,0,0,Captifs,Yann Gozlan,84,Horror|Thriller,2010-10-06,16,5.5,2010,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
51823,0.203502,0,0,Across the Line: The Exodus of Charlie Wright,Not specified,94,Drama|Action|Thriller|Crime,2010-12-28,11,6.0,2010,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
45556,0.201727,5000000,0,Arctic Blast,Brian Trenchard-Smith,92,Science Fiction,2010-05-30,24,4.4,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
45752,0.200531,0,0,Scooby-Doo! Camp Scare,Ethan Spaulding,72,Animation|Comedy|Family,2010-09-14,11,6.9,2010,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
46713,0.200241,2300000,0,Hunt to Kill,Keoni Waxman,98,Action|Adventure|Thriller,2010-11-06,18,5.1,2010,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
44160,0.286429,0,0,Bal,Semih KaplanoÄŸlu,103,Drama,2010-04-09,15,5.8,2010,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44944,0.196975,0,37000000,For Colored Girls,Tyler Perry,134,Drama,2010-11-05,14,7.3,2010,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40080,0.196856,0,0,The Cutting Edge: Fire & Ice,Stephen Herek,90,Drama|Romance,2010-03-14,14,5.4,2010,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
74518,0.195641,0,0,Territories,Olivier Abbou,95,Thriller|Horror,2010-10-19,13,5.9,2010,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
68523,0.194905,0,0,Slow Torture Puke Chamber,Lucifer Valentine,75,Horror,2010-07-27,11,2.4,2010,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
70925,0.187445,0,0,Oranges and Sunshine,Jim Loach,100,Drama,2010-10-08,15,6.0,2010,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39440,0.184116,0,0,Waiting for 'Superman',Davis Guggenheim,102,Documentary,2010-09-24,26,6.9,2010,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63578,0.182077,0,951179,The Trip,Michael Winterbottom,107,Comedy|Drama,2010-09-01,61,7.1,2010,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54700,0.21730500000000003,0,0,The Presence,Tom Provost,83,Drama|Horror|Thriller,2010-08-04,13,4.3,2010,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
56812,0.181532,7000000,3218666,Balada triste de trompeta,Ãlex de la Iglesia,101,Drama|Action|Thriller|Foreign,2010-12-17,44,6.2,2010,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
45368,0.180345,0,0,Comme les 5 doigts de la main,Alexandre Arcady,117,Crime,2010-04-28,21,5.8,2010,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47763,0.178957,0,0,The Shrine,Jon Knautz,85,Horror,2010-10-14,24,5.5,2010,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
42833,0.17845,0,0,Zwart Water,Elbert van Strien,112,Horror,2010-03-11,10,5.8,2010,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
53459,0.260805,1300000,0,F,Johannes Roberts,79,Horror|Thriller,2010-09-07,12,5.5,2010,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
49958,0.1776,0,0,Primal,Josh Reed,80,Horror|Thriller|Foreign,2010-08-26,10,5.0,2010,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
56743,0.175586,0,0,Elena Undone,Nicole Conn,111,Drama|Romance,2010-06-25,20,6.8,2010,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
33602,0.175217,0,0,Temple Grandin,Mick Jackson,108,Drama,2010-02-06,48,7.5,2010,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55632,0.174224,0,10967,Peep World,Barry W. Blaustein,79,Comedy,2010-09-15,10,4.9,2010,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46020,0.173474,0,0,Sharktopus,Declan O'Brien,89,Horror|Comedy|Science Fiction|Thriller,2010-09-25,23,4.8,2010,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
352812,0.172275,0,0,Tick Tock Tale,Dean Wellins,6,Animation,2010-06-10,13,8.3,2010,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51794,0.171948,12000000,0,Five Minarets in New York,Mahsun KÄ±rmÄ±zÄ±gÃ¼l,119,Drama,2010-03-09,18,6.6,2010,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48373,0.17161500000000002,0,0,Listen to Your Heart,Not specified,0,Drama|Music|Romance,2010-08-14,29,7.3,2010,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
40911,0.170851,0,0,è‰‹èˆº,Doze Niu Cheng-Tse,140,Thriller,2010-02-05,13,6.6,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
57120,0.170821,0,876302,Meek's Cutoff,Kelly Reichardt,104,Drama|Western,2010-09-05,39,6.3,2010,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
34134,0.170408,0,0,Barbie in A Mermaid Tale,Not specified,75,Animation|Family|Fantasy,2010-01-26,35,6.3,2010,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
55246,0.168177,0,22270,Ceremony,Max Winkler,89,Comedy|Romance,2010-10-08,10,5.7,2010,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
57627,0.16758699999999999,0,0,à¸ªà¸´à¹ˆà¸‡à¹€à¸¥à¹‡à¸à¹€à¸¥à¹‡à¸à¸—à¸µà¹ˆà¹€à¸£à¸µà¸¢à¸à¸§à¹ˆà¸²...à¸£à¸±à¸,Puttipong Pormsaka Na-Sakonnakorn|Wasin Pokpong,118,Comedy|Romance,2010-08-12,27,7.6,2010,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
41345,0.167247,0,0,Shank,Mo Ali,90,Action|Drama|Thriller,2010-08-21,16,5.2,2010,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
52333,0.160701,0,0,Astral City: A Spiritual Journey,Wagner de Assis,109,Drama,2010-05-10,12,6.5,2010,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46138,0.526537,7200000,0,Made in Dagenham,Nigel Cole,113,Comedy|Drama|History,2010-09-11,52,6.7,2010,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
74471,0.15835,0,0,The Dead,Howard J. Ford|Jonathan Ford,105,Horror|Action|Thriller|Science Fiction,2010-08-30,31,5.3,2010,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
39522,0.157333,0,0,Mega Piranha,Eric Forsberg,92,Action|Adventure|Horror|Science Fiction,2010-04-10,26,2.8,2010,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
88212,0.1553,0,0,Prep & Landing Stocking Stuffer: Operation: Secret Santa,Kevin Deters|Stevie Wermers,7,Animation|Family,2010-12-07,13,6.7,2010,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
40720,0.12869,0,0,Twelve,Joel Schumacher,93,Thriller|Drama|Action|Crime,2010-07-30,56,5.9,2010,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
40170,0.155084,0,0,Mortal Kombat: Rebirth,Kevin Tancharoen,8,Action,2010-06-08,20,7.2,2010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31967,0.155075,0,0,Dante's Inferno: An Animated Epic,ShukÅ Murase|Mike Disa|Victor Cook|Kim Sang-Jin|Jong-Sik Nam|Lee Seung-Gyu|Shuko Murase,84,Action|Adventure|Animation|Fantasy|Horror,2010-02-09,40,6.0,2010,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
53778,0.150784,0,0,DMT: The Spirit Molecule,Mitch Schultz,75,Documentary,2010-10-15,12,6.2,2010,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38033,0.150336,0,0,Chain Letter,Deon Taylor,96,Horror|Thriller,2010-10-01,15,3.8,2010,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
48243,0.14844200000000002,3167000,0,Essential Killing,Jerzy Skolimowski,84,Thriller|War,2010-09-06,17,5.7,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
54532,0.147222,0,0,Is It Just Me?,J.C. Calciano,90,Drama|Comedy|Romance,2010-01-15,11,6.3,2010,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
41120,0.145026,0,0,Rush: Beyond the Lighted Stage,Sam Dunn|Scot McFadyen,107,Documentary|Music,2010-06-29,14,8.4,2010,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
66195,0.14489200000000002,0,14870,The Perfect Host,Nick Tomnay,93,Comedy|Thriller|Crime,2010-07-01,47,5.8,2010,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
46665,0.141985,0,0,Triple Dog,Pascal Franchot ,92,Drama|Thriller,2010-05-10,20,6.1,2010,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
43922,0.140371,0,0,Legendary,Mel Damski,107,Drama,2010-09-09,12,6.6,2010,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35688,0.140251,20000000,60072596,Why Did I Get Married Too?,Tyler Perry,121,Comedy|Romance,2010-04-02,21,6.0,2010,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
48186,0.25260900000000003,0,0,The Boy Who Cried Werewolf,Eric Bross,97,Family|Fantasy|Horror|TV Movie,2010-10-22,31,5.7,2010,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0
39333,0.010185,0,0,180Â° South,Chris Malloy,86,Comedy|Documentary|Drama,2010-02-10,12,6.0,2010,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64108,0.136215,0,0,The Frankenstein Syndrome,Sean Tretta,88,Horror|Science Fiction,2010-10-01,12,4.8,2010,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
52850,0.132502,0,0,Toast,S.J. Clarkson,90,Drama|Comedy|History|Family,2010-12-30,44,6.1,2010,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
35791,0.131526,60000000,296221663,Resident Evil: Afterlife,Paul W.S. Anderson,97,Action|Adventure|Horror|Science Fiction,2010-09-09,882,5.8,2010,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
31196,0.131328,300000,0,Growth,Gabriel Cowan,90,Horror|Science Fiction|Thriller,2010-01-29,11,4.9,2010,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
38883,0.13001600000000002,0,0,ProtÃ©ger et servir,Eric Lavaine,90,Comedy,2010-01-22,11,5.0,2010,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62592,0.129442,0,0,Revenge of the Bridesmaids,James Hayman,87,Comedy|Romance,2010-07-18,48,5.9,2010,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
27584,0.126182,0,0,High School,John Stalberg,99,Comedy,2010-06-03,26,5.0,2010,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50037,0.191889,1100000,0,Beyond the Black Rainbow,Panos Cosmatos,110,Fantasy|Science Fiction|Horror,2010-12-03,30,5.3,2010,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
70862,0.12315799999999999,0,0,American Grindhouse,Elijah Drenner,80,Documentary|History,2010-03-13,10,6.0,2010,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
11761,0.120636,0,0,Peacock,Michael Lander,90,Mystery|Thriller,2010-04-20,22,6.2,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
44737,0.20532899999999998,0,0,BÃ©bÃ©s,Thomas BalmÃ¨s,79,Documentary,2010-05-07,36,7.2,2010,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65056,0.067885,0,0,A Little Help,Michael J. Weithorn,109,Comedy|Drama|Romance,2010-07-22,13,5.2,2010,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
35691,0.10772899999999999,0,0,Letters to God,David Nixon|Patrick Doughtie,110,Action|Drama|Family|Thriller,2010-04-09,24,6.7,2010,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
57011,0.107503,0,0,Alien vs. Ninja,Seiji Chiba,81,Horror|Action|Thriller|Science Fiction,2010-07-03,17,3.5,2010,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
36956,0.30892800000000004,0,0,Cosa voglio di piÃ¹,Silvio Soldini,121,Drama|Romance|Foreign|Comedy,2010-04-30,13,4.9,2010,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
